Row,Regex1,Regex2,IsEquivalent,SimilarityScore
2298,^\d{4}$,^\d{4}$,True,1.0
2299,"^\d{1,15}$","^\d{1,15}$",True,1.0
2300,"^\d{1,7}$","^\d{1,7}$",True,1.0
2301,"^([a-zA-Z]{4,8}[ ,.!?;:'""…]*){0,2}[a-zA-Z]{4,8}[.!?;:'""…]?$","^([a-zA-Z]{4,8}[ ,.!?;:'""…]*){1,3}[a-zA-Z]{4,8}[.!?;:'""…]?$",False,0.9661016949152542
2302,"^[a-z]{4,9}$","^[a-z]{4,9}$",True,1.0
2303,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.11734693877551017
2304,^[^\d]*$,^[^\d]*$,True,1.0
2305,"^\d{1,3}$","^\d{1,3}$",True,1.0
2306,.*vuoqjpku$,.*vuoqjpku$,True,1.0
2307,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21))),^(?=\d{8}$)\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1351351351351351
2308,^(?=.*ujzq)(?=.*eddinqht).*$,^(?=.*ujzq)(?=.*eddinqht).*$,True,1.0
2309,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),^\d{8}$,False,0.0060240963855421326
2310,\s+,\s+,True,1.0
2311,(2025(04(30|29|28|27|26|25|24|23|22|21|20)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.05555555555555558
2312,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2313,"^[a-z]{1,4}$","^[a-z]{1,4}$",True,1.0
2314,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
2315,^[^\d]*$,^[^\d]*$,True,1.0
2316,"^\d{9,}$","^\d{9,}$",True,1.0
2317,"^\d{9,}$","^\d{9,}$",True,1.0
2318,"^([a-zA-Z]{1,6}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,6}[.!?;:'""…]?$","^([a-zA-Z]{1,6}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,6}[.!?;:'""…]?$",True,1.0
2319,^.*log.*$,.*log.*,True,1.0
2320,"^[A-Z]{4,6}$","^[A-Z]{4,6}$",True,1.0
2321,"^[a-z]{2,10}$","^[a-z]{2,10}$",True,1.0
2322,^[^\d]*$,^[^\d]*$,True,1.0
2323,^drumxvtt.*,^drumxvtt.*,True,1.0
2324,^.*example.*$,.*example.*,True,1.0
2325,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^\d{4}\d{2}\d{2}$,False,0.015789473684210575
2326,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2327,"^[A-Z]{4,8}$","^[A-Z]{4,8}$",True,1.0
2328,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2329,"^\d{1,9}$","^\d{1,9}$",True,1.0
2330,^\d{3}$,^\d{3}$,True,1.0
2331,^[^\d]*$,^[^\d]*$,True,1.0
2332,.*ycciqye$,.*ycciqye$,True,1.0
2333,"^\d{5,10}$","^\d{5,10}$",True,1.0
2334,"^\d{3,9}$","^\d{3,9}$",True,1.0
2335,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17391304347826086
2336,"^([a-zA-Z]{3,8}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{3,8}[.!?;:'""…]?$","^([a-zA-Z]{3,8}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{3,8}[.!?;:'""…]?$",True,1.0
2337,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17948717948717952
2338,"^[a-z]{4,6}$","^[a-z]{4,6}$",True,1.0
2339,"^\d{3,10}$","^\d{3,10}$",True,1.0
2340,^\d.*$,^\d.*$,True,1.0
2341,"^[a-z]{1,2}$","^[a-z]{1,2}$",True,1.0
2342,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.106951871657754
2343,.*cno$,.*cno$,True,1.0
2344,"^.{2,4}jpqcc$","^.{2,4}jpqcc$",True,1.0
2345,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2346,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.13131313131313127
2347,"^[A-Z]{1,8}$","^[A-Z]{1,8}$",True,1.0
2348,"^\d{5,7}$","^\d{5,7}$",True,1.0
2349,"^\d{9,}$","^\d{9,}$",True,1.0
2350,"^[A-Z]{4,6}$","^[A-Z]{4,6}$",True,1.0
2351,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.12230215827338131
2352,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
2353,"^\d{1,}$","^\d{1,}$",True,1.0
2354,^tzrzsi.*nwbox.*$,^tzrzsi.*nwbox.*$,True,1.0
2355,"^.{5,7}tpsmh$","^.{5,7}tpsmh$",True,1.0
2356,"^([a-zA-Z]{1,9}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,9}[.!?;:'""…]?$","^([a-zA-Z]{1,9}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,9}[.!?;:'""…]?$",True,1.0
2357,"^\d{1,}$",\d+,True,1.0
2358,.*gpm$,.*gpm$,True,1.0
2359,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
2360,^#[0-9A-Fa-f]{6}$,^#[0-9a-fA-F]{6}[ta][0-9a-fA-F]$,False,0.40625
2361,^.*log.*$,.*log.*,True,1.0
2362,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1777777777777778
2363,^akpofaw.*,^akpofaw.*,True,1.0
2364,"^\d{10,}$","^\d{10,}$",True,1.0
2365,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2366,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09)|05(02|01))),^\d{8}$,False,0.011494252873563204
2367,\d+,\d+,True,1.0
2368,^.*\.(zip|rar|tar|7z)$,^(.*\.(zip|rar|tar|7z))$,True,1.0
2369,^(?=.*oddvqnxg)(?=.*zluv).*$,^(?=.*oddvqnxg)(?=.*zluv).*$,True,1.0
2370,"^\d{7,13}$","^\d{7,13}$",True,1.0
2371,"^\d{8,16}$","^\d{8,16}$",True,1.0
2372,^\d+\.\d+\.\d+$,^\d+\.\d+\.\d+$,True,1.0
2373,"^^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$$","^((\d{1,2}|1\d{2}|2[0-4]\d|25[0-5])\.){3}(\d{1,2}|1\d{2}|2[0-4]\d|25[0-5])$",False,0.22666666666666668
2374,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
2375,"^\d{1,6}$","^\d{1,6}$",True,1.0
2376,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2377,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.17333333333333334
2378,"^\d{1,}$","\d{1,}",True,1.0
2379,"^[A-Z]{4,8}$","^[A-Z]{4,8}$",True,1.0
2380,\s+,\s+,True,1.0
2381,"^[A-Z]{3,10}$","^[A-Z]{3,10}$",True,1.0
2382,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12745098039215685
2383,^jmkraoc.*bypl.*$,^jmkraoc.*bypl.*$,True,1.0
2384,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2385,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2386,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12030075187969924
2387,"^\d{8,}$","^\d{8,}$",True,1.0
2388,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04))),^\d{8}$,False,0.005025125628140725
2389,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11))),今天日期减去53,False,0.011235955056179803
2390,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.10204081632653061
2391,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2392,"^\d{7,15}$","^\d{7,15}$",True,1.0
2393,^[^\d]*$,^[^\d]*$,True,1.0
2394,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
2395,"^([a-zA-Z]{4,10}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{4,10}[.!?;:'""…]?$","^([a-zA-Z]{4,10}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{4,10}[.!?;:'""…]?$",True,1.0
2396,"^\d{1,4}$","^\d{1,4}$",True,1.0
2397,^.*\.(zip|rar|tar|7z)$,^.*\.(zip|ZIP|rar|RAR|tar|TAR|7z|Z|z|Z7|z7|7Z|Z7|z7)$,False,0.41509433962264153
2398,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2399,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12396694214876036
2400,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12745098039215685
2401,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08))),^\d{4}\d{2}\d{2}$,False,0.016042780748663055
2402,"^.{4,5}ysw$","^.{4,5}ysw$",True,1.0
2403,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2404,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05))),^\d{8}$,False,0.005102040816326481
2405,^ID_.*$,^ID_.*$,True,1.0
2406,^[^\d]*$,^[^\d]*$,True,1.0
2407,"^\d{8,14}$","^\d{8,14}$",True,1.0
2408,^[^\d]*$,^[^\d]*$,True,1.0
2409,"^\d{4,5}$","^\d{4,5}$",True,1.0
2410,^\d+\.\d+$,^\d+\.\d+$,True,1.0
2411,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2412,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?",True,1.0
2413,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.13978494623655913
2414,^LOG_.*$,^LOG_.*$,True,1.0
2415,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
2416,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1273885350318471
2417,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.106951871657754
2418,.*fpa$,.*fpa$,True,1.0
2419,"^^([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$$","^[:]{0,2}([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$",False,0.8125
2420,"^.{3,8}gvpr$","^.{3,8}gvpr$",True,1.0
2421,"^\d{1,12}$","^\d{1,12}$",True,1.0
2422,^\d.*$,^\d.*$,True,1.0
2423,"^hsl$$1,\s*$2%,\s*$3%$$","^([0-9]{1,3}[, ]){2}[0-9]{1,3}$",False,0.16129032258064513
2424,^[a-zA-Z]{2}$,^[a-zA-Z]{2}$,True,1.0
2425,^ID_.*$,^ID_.*,True,1.0
2426,"^[a-z]{2,8}$","^[a-z]{2,8}$",True,1.0
2427,\w+,\w+,True,1.0
2428,\s+,\s+,True,1.0
2429,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2430,^(?=.*illiq)(?=.*zkr).*$,^(?=.*illiq)(?=.*zkr).*$,True,1.0
2431,.*innd$,.*innd$,True,1.0
2432,"^\d{7,}$","^\d{7,}$",True,1.0
2433,^(?=.*edisb)(?=.*cml).*$,^(?=.*edisb)(?=.*cml).*$,True,1.0
2434,\d+,\d+,True,1.0
2435,"^[a-zA-Z0-9]{5,6}$","^[a-zA-Z0-9]{5,6}$",True,1.0
2436,^\d.*$,^\d.*$,True,1.0
2437,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
2438,\d+,\d+,True,1.0
2439,^(?=.*ufwrmzt)(?=.*drpnekej).*$,^(?=.*ufwrmzt)(?=.*drpnekej).*$,True,1.0
2440,"^\d{1,12}$","^\d{1,12}$",True,1.0
2441,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09)|05(02|01))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.14942528735632188
2442,^LOG_.*$,^LOG_.*$,True,1.0
2443,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
2444,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
2445,^.*log.*$,.*log.*,True,1.0
2446,"^[A-Z]{4,8}$","^[A-Z]{4,8}$",True,1.0
2447,^bupzl.*,^bupzl.*,True,1.0
2448,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
2449,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
2450,"^\d{7,13}$","^\d{7,13}$",True,1.0
2451,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
2452,"^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{3,5}[.!?;:'""…]?$","^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{3,5}[.!?;:'""…]?$",True,1.0
2453,^(25[0-5]|2[0-4]\d|[01]?\d\d?)\.(25[0-5]|2[0-4]\d|[01]?\d\d?)\.(25[0-5]|2[0-4]\d|[01]?\d\d?)\.(25[0-5]|2[0-4]\d|[01]?\d\d?)$,"^\d{1,3}(\.\d{1,3}){3}$",False,0.09677419354838712
2454,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.18055555555555558
2455,"^[a-z]{1,8}$","^[a-z]{1,8}$",True,1.0
2456,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.14141414141414144
2457,^ysjdfa.*,^ysjdfa.*,True,1.0
2458,.*oawvuio$,.*oawvuio$,True,1.0
2459,\d+,\d+,True,1.0
2460,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11834319526627224
2461,^oqa.*rioa.*$,^oqa.*rioa.*$,True,1.0
2462,^dyjpm.*spn.*$,^dyjpm.*spn.*$,True,1.0
2463,"^\d{1,9}$","^\d{1,9}$",True,1.0
2464,"^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){1}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
2465,"^\d{3,10}$","^\d{3,10}$",True,1.0
2466,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08)|05(02|01))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.15555555555555556
2467,^tll.*,^tll.*,True,1.0
2468,"^\d{4,}$","^\d{4,}$",True,1.0
2469,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
2470,"^hsl$$1,\s*$2%,\s*$3%$$","^HSL[ \t]*[0-9A-Fa-f]{2}[, \t\/]*[0-9A-Fa-f]{2}[, \t\/]*[0-9A-Fa-f]{2}$",False,0.12676056338028174
2471,"^[a-zA-Z0-9]{5,8}$","^[a-zA-Z0-9]{5,8}$",True,1.0
2472,"^^(?:[0-9]{1,3}\.){3}[0-9]{1,3}$$","^(?:\d{1,2}|1\d{2}|2[0-4]\d|25[0-5])(?:\.(?:\d{1,2}|1\d{2}|2[0-4]\d|25[0-5])){3}$",False,0.23456790123456794
2473,"^\d{7,15}$","^\d{7,15}$",True,1.0
2474,^[a-zA-Z]{2}$,^[a-zA-Z]{2}$,True,1.0
2475,^cxmnbgd.*,^cxmnbgd.*,True,1.0
2476,"^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){4,8}[a-zA-Z]{4,7}[.!?;:'""…]?$","^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){4,8}[a-zA-Z]{4,7}[.!?;:'""…]?$",True,1.0
2477,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^\d{8}$,False,0.008264462809917328
2478,"^\d{1,12}$","^\d{1,12}$",True,1.0
2479,"^[a-z]{2,4}$","^[a-z]{2,4}$",True,1.0
2480,^.*log.*$,.*log.*,True,1.0
2481,"^[a-zA-Z0-9]{1,2}$","^[a-zA-Z0-9]{1,2}$",True,1.0
2482,"^\d{1,1}$","^\d{0,1}$",False,0.8888888888888888
2483,\d+,\d+,True,1.0
2484,"^.{1,5}ztcmfq$","^.{1,5}ztcmfq$",True,1.0
2485,^\d{6}$,^\d{6}$,True,1.0
2486,^\d{3}$,^\d{3}$,True,1.0
2487,"^\d{5,9}$","^\d{5,9}$",True,1.0
2488,"^\d{2,4}$","^\d{2,4}$",True,1.0
2489,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22))),\d{4}(?:\d{2}){2}$,False,0.02758620689655178
2490,"^\d{1,5}$","^\d{1,5}$",True,1.0
2491,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.12396694214876036
2492,"^[a-zA-Z0-9]{5,7}$","^[a-zA-Z0-9]{5,7}$",True,1.0
2493,^.*info.*$,.*info.*,True,1.0
2494,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24))),无直接正则表达式实现，需结合当前日期计算,False,0.0
2495,"^\d{4,14}$","^\d{4,14}$",True,1.0
2496,^.*file.*$,.*file.*,True,1.0
2497,"^[a-zA-Z0-9]{3,8}$","^[a-zA-Z0-9]{3,8}$",True,1.0
2498,^cfspyvhe.*,^cfspyvhe.*,True,1.0
2499,"^\d{4,5}$","^\d{4,5}$",True,1.0
2500,\s+,\s+,True,1.0
2501,^\d{5}$,^\d{5}$,True,1.0
2502,\w+,\w+,True,1.0
2503,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.1258278145695364
2504,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
2505,"^\d{7,14}$","^\d{7,14}$",True,1.0
2506,^yrxovfbf.*,^yrxovfbf.*,True,1.0
2507,"^[a-z]{3,9}$","^[a-z]{3,9}$",True,1.0
2508,(2025(04(30|29|28|27|26|25|24|23|22)|05(02|01))),^\d{4}([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.17307692307692313
2509,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2510,^bdojrvp.*qmsu.*$,^bdojrvp.*qmsu.*$,True,1.0
2511,^[^\d]*$,^[^\d]*$,True,1.0
2512,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2513,"^\d{1,11}$","^\d{1,11}$",True,1.0
2514,"^^([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$$","^([A-Fa-f0-9]{1,4}:){7}[A-Fa-f0-9]{1,4}$",False,0.7619047619047619
2515,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2516,"^.{3,12}bmwx$","^.{3,12}bmwx$",True,1.0
2517,"^\d{3,13}$","^\d{3,13}$",True,1.0
2518,\d+,\d+,True,1.0
2519,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2520,^(?=.*tsyegf)(?=.*dgib).*$,^(?=.*tsyegf)(?=.*dgib).*$,True,1.0
2521,"^\d{1,7}$","^\d{1,7}$",True,1.0
2522,.*fcherf$,.*fcherf$,True,1.0
2523,\w+,\w+,True,1.0
2524,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
2525,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
2526,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
2527,(2025(04(30|29|28|27|26|25|24|23|22|21)|05(02|01))),^\d{4}\d{2}\d{2}$,False,0.05882352941176472
2528,^(?=.*kday)(?=.*stmiyawl).*$,^(?=.*kday)(?=.*stmiyawl).*$,True,1.0
2529,^\d+\.\d+$,^\d+\.\d+$,True,1.0
2530,"^^([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$$","^(:{1,2})([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$",False,0.8125
2531,"^\d{5,9}$","^\d{5,9}$",True,1.0
2532,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12]\d|3[01])$,False,0.11538461538461542
2533,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
2534,"^[a-z]{4,5}$","^[a-z]{4,5}$",True,1.0
2535,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
2536,"^([a-zA-Z]{5,9}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{5,9}[.!?;:'""…]?$","^([a-zA-Z]{5,9}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{5,9}[.!?;:'""…]?$",True,1.0
2537,(2025(04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|05(02|01)|03(31|30|29|28|27|26|25|24|23|22|21))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.1283783783783784
2538,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
2539,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
2540,"^[a-z]{4,8}$","^[a-z]{4,8}$",True,1.0
2541,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
2542,"^\d{3,}$","^\d{3,}$",True,1.0
